sentence_id	n	p	v	n_first_index	n_last_index	p_first_index	p_last_index	v_first_index	v_last_index	sentence_text
8374812	firm	up	giving	9	9	7	7	6	6	After tackling enormous agonizing problems in giving up his firm and getting a fresh passport from the British after undertaking not to involve in local politics in India and not to correspond with Germany any more , A .
8376638	aircraft	up	gave	19	19	17	17	16	16	After taking part in attacks on rebel positions until the uprising was quelled , the Squadron gave up its aircraft and sailed for Italy in March 1945 , disbanding on 28 March 1945 .
8376677	aircraft	up	gave	27	27	25	25	24	24	After taking part in the Battle of Kursk , SG 1 returned to Crimea , and there during late spring 1944 , they finally gave up the aircraft that had served all over Europe from Spain to Leningrad .
8378314	career	up	gave	7	7	5	5	4	4	After teacher-training college he gave up a career as a mathematics and science teacher to attend the Royal Academy of Dramatic Art in London .
8378617	teaching	up	give	10	10	9	9	8	8	After teaching for eight years he decided to give up teaching and live as a writer and a sheep farmer and by working various jobs .
8378670	teaching	up	gave	18	18	17	17	16	16	After teaching for twenty years in Grammar Schools and Art Colleges and Atlantic College , she gave up teaching in 1973 to work freelance .
8382618	revolt	up	gave	15	15	13	13	12	12	After Sigurd died a natural death , the rest of his party gave up their revolt .
8387348	sake	up	give	15	15	7	7	6	6	After some days bhanu decides to give up her love for her family ' s sake and she leaves Hubli and goes to Bangalore to tell this to Abhi .
8387522	apartment	up	giving	15	15	10	10	9	9	After some degree of convincing , she accepts , giving up her job , her apartment , and her friends .
8388741	job	up	give	18	18	16	16	15	15	After its appearance , and despite hostile reviews , Mittelholzer took the crucial decision to give up his job at the British Council and live entirely by his writing .
8389945	Town	up	gave	19	19	6	6	5	5	After its formation , Harrisburg gave up land to form the Town of Denmark -LRB- 1807 -RRB- and the Town of Pinckney -LRB- 1808 -RRB- .
8390037	territory	up	gave	7	7	6	6	5	5	After its founding , Farmington gave up territory to form Southington -LRB- 1779 -RRB- , Bristol -LRB- 1785 -RRB- , Avon -LRB- 1830 -RRB- , Plainville -LRB- 1869 -RRB- , and parts of Berlin -LRB- 1785 -RRB- and Bloomfield -LRB- 1835 -RRB- .
8393295	chase	up	gave	33	33	31	31	30	30	After James allegedly captured and killed one of Pinkerton ' s undercover agents who was foolish enough to gain employment at the farm neighboring the James farmstead , he finally gave up the chase .
8394357	spirit	up	gives	5	5	3	3	2	2	After Jesus gives up his spirit and dies , a single drop of rain falls from the sky , triggering an earthquake which destroys the Temple and rips the cloth covering the Holy of Holies in two , to the horror of Caiaphas and the other priests .
8394615	mission	up	gives	30	30	28	28	27	27	After Jin Kisses Suzy Nakamura and Jin and Wei-Chen have a falling out , Wei-Chen transforms into an `` angry and despondent Asian American hipster '' and gives up his mission for Tze-Yo-Tzuh .
8394689	claim	up	gave	23	23	21	21	20	20	After JoAnn was shot and injured by an unidentified assailant the following year , thought to be Thatcher , she gave up her claim to custody of Regan , the middle child , and settled for about half of her original court award .
8395227	career	up	gave	25	25	22	22	21	21	After John ' s death in 1884 one of John ' s sons , Benjamin Richard `` Dick '' Jarrell , gave up a teaching career to return home and build his family home in 1895 .
8396573	command	up	gave	4	4	3	3	2	2	After Jonathan gave up command of the Reaper , he and Jackalow worked on Jonathan ' s father ' s farm on Sachem ' s Head in Guilford , Connecticut , where Jackalow was regarded as family .
8397296	run	up	giving	39	39	33	33	32	32	After jumping to a 3-1 series lead over the Boston Red Sox in the best-of-seven ALCS , the Angels blew a 3-run lead in the 9th inning of Game 5 that included giving up a two-out , two-strike home run to Boston ' s Dave Henderson -LRB- in other words , the Angels were 1 strike away from the World Series -RRB- .
8402155	teaching	up	give	13	13	12	12	11	11	After the death of his father his inheritance enabled him to give up teaching and he moved to a rented house in Hunton .
8402462	business	up	gave	12	12	9	9	8	8	After the death of his father , Maurois gave up the family business of textile manufacturing .
8403009	l	up	gave	40	40	32	32	30	30	After the death of his older brother , Albrycht W l adys l aw Radziwi l l , he inherited ordynacja of Nie s wie z in 1636 , but gave it up to his brother Aleksander Ludwik Radziwi l l .
8403018	career	up	gave	18	18	15	15	14	14	After the death of his older brother John IV , Duke of Bavaria he gave up his spiritual career and returned from Pavia to Munich .
8404414	office	up	give	12	12	10	10	9	9	After the death of Louis XIII he had to give up his office ; but was sent as plenipotentiary to the negotiations at M u nster .
8407426	idea	up	gave	10	10	8	8	7	7	After the debacle at Wertingen , Mack gave up the idea of striking east along the south bank of the Danube .
8407457	house	up	gave	21	21	19	19	18	18	After the debate , as a mark of respect and tribute to the scholarship of the pontiff he gave up his house and the structure is surviving to this day as the Shri Varadendra Swamy Mutt on Laxmi Road in Pune .
8408339	return	up	give	22	22	18	18	17	17	After the defeat , and upon seeing the disease-ridden Athenian camp , Demosthenes suggested that they immediately give up the siege and return to Athens , where they were needed to defend the city against a Spartan invasion of Attica .
8410182	music	up	given	14	14	13	13	12	12	After the demise of Pretty and Twisted , Moreland said he had given up music .
8415875	Catholicism	up	give	42	42	40	40	39	39	After the seventeenth century and especially after the Anglican Reformation and the Plantation of Ulster , the `` Old English '' settlers were gradually assimilated into the Irish population , in large part due to their relative reluctance to give up Roman Catholicism -LRB- those who worshiped in the Church of Ireland being rewarded with a higher status -RRB- .
8420420	position	up	gave	15	15	13	13	12	12	After the SPD lost its majority in the Senate in 1967 he gave up this position .
8422600	painting	up	gave	36	36	33	33	32	32	After the stroke , Cagney was no longer able to undertake many of his favorite pastimes , including horse riding and dancing , and as he became more depressed , he even gave up his beloved painting .
8423488	entomology	up	given	29	29	28	28	27	27	After the successive deaths of her father in 1841 , her mentor William Thompson in 1852 and her brother Robert in 1857 , Mary seems to have given up entomology and taken to fern gardening -LRB- then a craze -RRB- .
8426792	immortality	up	give	23	23	21	21	20	20	After the Light wins the battle , Bran is offered a chance to rejoin his father , but chooses to give up his immortality to stay with his friends and his mortal adoptive father .
8428813	hope	up	gave	10	10	9	9	8	8	After the Makung naval battle Chiang Kai-shek gradually gave up hope for Project National Glory .
8429743	total	up	give	24	24	20	20	19	19	After the massive amount of rushing yardage given up in last year ' s contest , Miami managed to give up 95 , 228 total against the Yellow Jackets ' triple option .
8430375	football	up	give	17	17	16	16	15	15	After the match , he was said to be so distressed that he wanted to give up football .
8431257	title	up	give	35	35	31	31	30	30	After the matter of the votes was resolved many magazines and newspapers managed to twist Jason ' s comments , making the public believe that he wanted Sasha Lee to give up her prizes and title of co-winner .
8433148	football	up	give	23	23	22	22	21	21	After The Michigan Daily criticized his performance following the Marietta game , Maulbetsch `` threatened to desert the Michigan squad and give up football for good .
8433549	control	up	gave	5	5	4	4	3	3	After the military gave up control of the government in 1985 , Globo had seemingly created a monopoly over the Brazilian television industry .
8433550	authority	up	gave	6	6	4	4	3	3	After the military gave up its authority to a civilian government in 1983 , the Mothers of the Plaza de Mayo pressed the new government to help find answers to the kidnappings that took place in the Dirty War years .
8443303	throne	up	give	22	22	20	20	19	19	After the injury during the hunt Stefan Dragutin , who was a king of Serbia , was forced to give up the throne in Serbian Parliament in De z evo , but retained control over the northern parts of the country .
8444557	post	up	gave	12	12	9	9	8	8	After the invasion by the German Army he gave up his teaching post at the university and devoted his time to protecting and salvaging Jewish cultural and religious items .
8444909	aircraft	up	give	17	17	15	15	14	14	After the invasion , the Czechoslovakian military is disbanded and the Czechoslovaks have to give up their aircraft .
